Benchmark,Model,Task_Name,Task_Version,Evaluation_Date,Numerical_Result,Upper_Confidence_Limit,Lower_Confidence_Limit,Boolean_Result
michael1232/lucid-kaggle-community-benchmarks,deepseek-r1-0528,,1,"2026-04-03 17:03:24",0,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-r1-0528,lucid_main_task,1,"2026-03-31 20:48:22",0.6604166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-r1-0528,lucid_m09_mature_evidence_task,1,"2026-04-03 17:03:24",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemma-3-4b-it,,1,"2026-04-04 01:52:33",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-4b-it,lucid_main_task,1,"2026-03-31 20:48:45",0.4675,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-4b-it,lucid_m09_mature_evidence_task,1,"2026-04-04 01:52:33",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemma-3-12b-it,,1,"2026-04-05 06:40:09",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-12b-it,lucid_main_task,1,"2026-03-31 20:40:51",0.6744166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-12b-it,lucid_m09_mature_evidence_task,1,"2026-04-05 06:40:09",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-20250514,,1,"2026-04-04 00:24:42",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-20250514,lucid_main_task,1,"2026-03-31 20:48:10",0.8991666666666669,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-20250514,lucid_m09_mature_evidence_task,1,"2026-04-04 00:24:42",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemma-3-1b-it,,1,"2026-04-04 01:52:39",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-1b-it,lucid_main_task,1,"2026-03-31 20:48:28",0.45875,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-1b-it,lucid_m09_mature_evidence_task,1,"2026-04-04 01:52:39",,,,False
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-120b,,1,"2026-04-03 17:02:33",0,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-120b,lucid_main_task,1,"2026-04-03 01:14:07",0.6526666666666666,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-120b,lucid_m09_mature_evidence_task,1,"2026-04-03 17:02:33",,,,False
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-20b,,1,"2026-04-03 17:02:03",0,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-20b,lucid_main_task,1,"2026-04-03 01:14:05",0.7225833333333335,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-oss-20b,lucid_m09_mature_evidence_task,1,"2026-04-03 17:02:03",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-1-20250805,,1,"2026-04-05 06:36:23",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-1-20250805,lucid_main_task,1,"2026-03-31 20:48:03",0.8954166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-1-20250805,lucid_m09_mature_evidence_task,1,"2026-04-05 06:36:23",,,,False
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.1,,1,"2026-04-03 17:02:08",0,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.1,lucid_main_task,1,"2026-03-31 20:48:10",0.46625000000000005,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.1,lucid_m09_mature_evidence_task,1,"2026-04-03 17:02:08",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-5-20250929,,1,"2026-04-04 00:24:42",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-5-20250929,lucid_main_task,1,"2026-03-31 20:48:08",0.8949166666666669,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-5-20250929,lucid_m09_mature_evidence_task,1,"2026-04-04 00:24:42",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-5-20251101,,1,"2026-04-03 17:03:55",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-5-20251101,lucid_main_task,1,"2026-03-31 20:48:06",0.6654166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-5-20251101,lucid_m09_mature_evidence_task,1,"2026-04-03 17:03:55",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-haiku-4-5-20251001,,1,"2026-04-04 00:28:22",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-haiku-4-5-20251001,lucid_main_task,1,"2026-03-31 20:48:01",0.8337500000000001,,,
michael1232/lucid-kaggle-community-benchmarks,claude-haiku-4-5-20251001,lucid_m09_mature_evidence_task,1,"2026-04-04 00:28:22",,,,False
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.2,,1,"2026-04-03 17:03:22",0,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.2,lucid_main_task,1,"2026-03-31 20:48:12",0.6512500000000001,,,
michael1232/lucid-kaggle-community-benchmarks,deepseek-v3.2,lucid_m09_mature_evidence_task,1,"2026-04-03 17:03:22",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-6-default,,1,"2026-04-03 18:04:22",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-6-default,lucid_main_task,1,"2026-03-31 20:40:41",0.6599166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,claude-opus-4-6-default,lucid_m09_mature_evidence_task,1,"2026-04-03 18:04:22",,,,False
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-6-default,,1,"2026-04-03 17:03:27",0,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-6-default,lucid_main_task,1,"2026-03-31 20:48:10",0.6766666666666667,,,
michael1232/lucid-kaggle-community-benchmarks,claude-sonnet-4-6-default,lucid_m09_mature_evidence_task,1,"2026-04-03 17:03:27",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-pro-preview,,1,"2026-04-03 17:03:19",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-pro-preview,lucid_main_task,1,"2026-03-31 20:40:38",0.6629166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-pro-preview,lucid_m09_mature_evidence_task,1,"2026-04-03 17:03:19",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemma-4-31b-it,,1,"2026-04-04 00:24:15",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-4-31b-it,lucid_main_task,1,"2026-04-04 00:24:02",0.6479166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-4-31b-it,lucid_m09_mature_evidence_task,1,"2026-04-04 00:24:15",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemma-4-26b-a4b-it,,1,"2026-04-04 01:52:52",0,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-4-26b-a4b-it,lucid_main_task,1,"2026-04-04 00:24:04",0.6529166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-4-26b-a4b-it,lucid_m09_mature_evidence_task,1,"2026-04-04 01:52:52",,,,False
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-001,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-001,lucid_main_task,1,"2026-03-31 20:48:24",0.6804166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-001,lucid_m09_mature_evidence_task,1,"2026-04-03 00:09:27",0.6835590277777772,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-27b-it,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-27b-it,lucid_main_task,1,"2026-03-31 20:48:33",0.6771666666666666,,,
michael1232/lucid-kaggle-community-benchmarks,gemma-3-27b-it,lucid_m09_mature_evidence_task,1,"2026-04-03 01:06:42",0.7241666666666657,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-lite-001,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-lite-001,lucid_main_task,1,"2026-03-31 20:40:46",0.6654166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.0-flash-lite-001,lucid_m09_mature_evidence_task,1,"2026-04-01 23:57:38",0.6452777777777785,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-pro,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-pro,lucid_main_task,1,"2026-03-31 20:48:25",0.8929166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-pro,lucid_m09_mature_evidence_task,1,"2026-04-03 00:09:13",0.8157118055555561,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-flash,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-flash,lucid_main_task,1,"2026-03-31 20:05:45",0.6479166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-2.5-flash,lucid_m09_mature_evidence_task,1,"2026-04-01 23:45:03",0.6523784722222229,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-235b-a22b-instruct-2507,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-235b-a22b-instruct-2507,lucid_main_task,1,"2026-03-31 20:48:47",0.6791666666666667,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-235b-a22b-instruct-2507,lucid_m09_mature_evidence_task,1,"2026-04-04 01:49:54",0.7117534722222216,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-coder-480b-a35b-instruct,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-coder-480b-a35b-instruct,lucid_main_task,1,"2026-03-31 20:48:51",0.8941666666666669,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-coder-480b-a35b-instruct,lucid_m09_mature_evidence_task,1,"2026-04-03 01:06:43",0.7432986111111107,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3-flash-preview,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3-flash-preview,lucid_main_task,1,"2026-03-31 20:48:23",0.6379166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3-flash-preview,lucid_m09_mature_evidence_task,1,"2026-04-03 00:08:23",0.6623784722222232,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-instruct,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-instruct,lucid_main_task,1,"2026-03-31 20:48:56",0.6704166666666667,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-instruct,lucid_m09_mature_evidence_task,1,"2026-04-04 01:49:41",0.654357638888888,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-thinking,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-thinking,lucid_main_task,1,"2026-03-31 20:40:45",0.6504166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,qwen3-next-80b-a3b-thinking,lucid_m09_mature_evidence_task,1,"2026-04-03 01:06:21",0.6518576388888895,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-2026-03-05,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-2026-03-05,lucid_main_task,1,"2026-04-03 01:07:16",0.6611666666666668,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-2026-03-05,lucid_m09_mature_evidence_task,1,"2026-04-04 00:26:05",0.7090555555555557,,,
michael1232/lucid-kaggle-community-benchmarks,glm-5,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,glm-5,lucid_main_task,1,"2026-03-31 20:48:48",0.8929166666666668,,,
michael1232/lucid-kaggle-community-benchmarks,glm-5,lucid_m09_mature_evidence_task,1,"2026-04-03 00:08:33",0.660815972222222,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-flash-lite-preview,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-flash-lite-preview,lucid_main_task,1,"2026-03-31 20:48:29",0.6554166666666666,,,
michael1232/lucid-kaggle-community-benchmarks,gemini-3.1-flash-lite-preview,lucid_m09_mature_evidence_task,1,"2026-04-03 01:07:02",0.6427430555555564,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-mini-2026-03-17,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-mini-2026-03-17,lucid_main_task,1,"2026-04-03 01:14:10",0.8934166666666669,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-mini-2026-03-17,lucid_m09_mature_evidence_task,1,"2026-04-04 00:25:51",0.6451319444444447,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-nano-2026-03-17,,1,,,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-nano-2026-03-17,lucid_main_task,1,"2026-04-03 01:14:10",0.7456666666666667,,,
michael1232/lucid-kaggle-community-benchmarks,gpt-5.4-nano-2026-03-17,lucid_m09_mature_evidence_task,1,"2026-04-05 06:40:01",0.6119999999999999,,,
